0 390 -1437 -29 253 -876 140
1 390 -1434 -30 256 -875 138
2 391 -1438 -31 254 -873 137
3 393 -1437 -35 256 -875 136
4 390 -1438 -30 255 -878 138
5 390 -1437 -30 252 -876 138
6 388 -1438 -32 256 -873 135
7 392 -1439 -34 255 -876 139
8 392 -1436 -33 256 -872 141
9 390 -1432 -28 256 -875 138
10 391 -1434 -31 256 -875 139
11 387 -1437 -37 257 -873 136
12 390 -1435 -35 259 -876 136
13 391 -1434 -34 254 -875 140
14 390 -1433 -34 259 -872 141
15 388 -1439 -32 257 -873 139
16 392 -1435 -34 259 -873 141
17 390 -1435 -30 259 -872 140
18 389 -1435 -29 257 -872 138
19 392 -1437 -32 258 -870 142
20 393 -1436 -35 262 -875 144
21 393 -1433 -28 258 -871 143
22 392 -1435 -31 256 -872 139
23 389 -1436 -32 257 -870 139
24 391 -1435 -34 254 -872 140
25 389 -1437 -34 258 -875 139
26 392 -1434 -31 255 -875 137
27 391 -1435 -32 259 -876 140
28 392 -1436 -31 257 -875 142
29 392 -1437 -32 256 -871 140
30 392 -1437 -33 253 -876 138
31 390 -1436 -32 257 -877 141
32 395 -1436 -33 257 -873 138
33 389 -1440 -33 252 -875 141
34 388 -1433 -33 255 -876 137
35 387 -1439 -34 258 -875 138
36 388 -1435 -34 255 -878 138
37 389 -1438 -37 253 -874 135
38 387 -1437 -36 256 -874 139
39 389 -1440 -34 253 -878 141
40 390 -1436 -33 257 -876 139
41 389 -1438 -31 255 -875 138
42 388 -1441 -29 255 -872 137
43 387 -1440 -28 252 -875 134
44 388 -1440 -37 254 -876 135
45 386 -1440 -35 259 -874 138
46 388 -1439 -31 259 -874 140
47 389 -1436 -31 257 -877 140
48 389 -1435 -29 253 -876 137
49 387 -1436 -31 257 -876 138
50 392 -1436 -30 256 -874 139
51 390 -1438 -32 255 -874 139
52 388 -1436 -30 254 -875 138
53 392 -1440 -33 255 -874 139
54 392 -1434 -30 255 -872 134
55 388 -1434 -35 257 -874 138
56 390 -1436 -34 259 -873 139
