0 -25 -1420 322 477 -683 -213
1 -29 -1422 322 476 -683 -214
2 -27 -1421 317 475 -685 -213
3 -25 -1420 319 475 -686 -214
4 -26 -1424 319 474 -686 -214
5 -26 -1421 322 477 -685 -211
6 -27 -1416 322 476 -688 -215
7 -26 -1422 320 475 -686 -214
8 -26 -1421 319 474 -683 -211
9 -25 -1416 323 473 -688 -212
10 -27 -1421 322 476 -683 -209
11 -26 -1420 320 476 -686 -213
12 -28 -1421 322 474 -683 -211
13 -26 -1419 322 480 -681 -209
14 -25 -1420 322 476 -681 -209
15 -25 -1419 321 476 -684 -210
16 -26 -1418 321 477 -684 -211
17 -24 -1418 321 475 -682 -212
18 -30 -1419 323 475 -681 -213
19 -28 -1419 321 478 -685 -213
20 -30 -1420 321 476 -684 -213
21 -29 -1419 323 479 -680 -211
22 -28 -1421 323 477 -684 -213
23 -28 -1417 322 476 -685 -214
24 -29 -1421 324 478 -689 -216
25 -27 -1424 323 475 -685 -216
26 -27 -1423 319 476 -681 -212
27 -29 -1416 321 475 -685 -215
28 -31 -1419 321 476 -684 -211
29 -31 -1421 322 477 -684 -212
30 -29 -1420 322 476 -684 -211
31 -26 -1420 322 479 -688 -214
32 -28 -1417 321 479 -683 -213
33 -30 -1421 324 475 -683 -211
34 -27 -1418 320 475 -684 -211
35 -27 -1417 322 480 -681 -211
36 -26 -1419 322 476 -682 -211
37 -27 -1420 322 480 -683 -211
38 -27 -1420 324 479 -686 -213
39 -27 -1422 322 477 -683 -217
40 -29 -1422 318 475 -684 -213
41 -30 -1419 324 477 -687 -213
42 -26 -1416 322 478 -684 -212
43 -27 -1421 321 476 -685 -214
44 -25 -1418 318 477 -685 -214
45 -31 -1420 321 474 -686 -213
46 -25 -1419 319 473 -687 -213
47 -30 -1421 319 474 -685 -214
48 -29 -1417 320 470 -686 -213
49 -23 -1422 317 472 -690 -211
50 -28 -1421 320 475 -685 -212
51 -25 -1422 319 479 -686 -215
52 -27 -1421 318 474 -683 -211
53 -29 -1421 322 474 -682 -211
54 -29 -1419 319 477 -687 -211
55 -31 -1424 320 476 -685 -212
56 -28 -1421 319 476 -686 -212
57 -24 -1422 318 476 -684 -213
58 -29 -1422 318 473 -685 -212
59 -28 -1419 316 475 -685 -213
60 -27 -1417 322 477 -681 -214
61 -27 -1421 324 477 -684 -215
62 -28 -1419 320 475 -687 -213
63 -26 -1423 321 478 -685 -214
64 -30 -1419 321 475 -683 -214
65 -28 -1419 321 475 -682 -210
66 -29 -1420 323 477 -682 -213
67 -30 -1421 323 477 -686 -215
68 -31 -1420 321 477 -683 -215
69 -28 -1420 322 473 -683 -208
70 -24 -1422 318 475 -687 -213
71 -26 -1423 321 477 -682 -210
72 -30 -1421 319 479 -688 -214
73 -28 -1421 323 477 -684 -211
74 -26 -1416 323 476 -686 -210
75 -27 -1422 321 479 -682 -214
76 -25 -1422 324 475 -687 -214
77 -29 -1417 320 479 -685 -212
78 -27 -1418 321 475 -685 -213
79 -28 -1418 320 477 -685 -212
80 -24 -1423 320 475 -682 -213
81 -29 -1417 318 475 -684 -214
82 -30 -1422 320 475 -684 -214
83 -27 -1418 322 477 -683 -215
84 -30 -1419 320 478 -685 -213
85 -27 -1420 325 473 -685 -212
86 -28 -1421 319 477 -685 -213
87 -30 -1422 320 475 -689 -215
88 -27 -1422 321 475 -685 -214
89 -27 -1421 322 474 -685 -215
90 -30 -1420 320 473 -687 -212
91 -27 -1420 321 475 -684 -213
92 -27 -1419 320 473 -685 -213
93 -27 -1421 317 476 -687 -210
94 -26 -1420 324 474 -684 -213
95 -28 -1421 319 477 -684 -211
