0 -43 -920 -327 1107 -1269 78
1 -40 -919 -331 1109 -1269 80
2 -41 -919 -328 1113 -1268 81
3 -38 -920 -326 1107 -1270 77
4 -43 -922 -329 1110 -1267 78
5 -43 -920 -329 1105 -1269 77
6 -40 -921 -325 1104 -1267 80
7 -40 -922 -330 1104 -1264 78
8 -42 -923 -331 1106 -1265 79
9 -42 -920 -326 1106 -1264 80
10 -40 -922 -326 1109 -1265 79
11 -42 -921 -324 1108 -1266 79
12 -41 -920 -327 1112 -1266 82
13 -38 -922 -325 1112 -1262 81
14 -39 -921 -324 1110 -1265 81
15 -40 -917 -324 1110 -1264 80
16 -41 -922 -329 1105 -1263 81
17 -40 -917 -326 1105 -1262 77
18 -40 -919 -328 1106 -1258 81
19 -41 -921 -326 1103 -1264 81
20 -39 -918 -326 1103 -1263 80
21 -40 -917 -328 1107 -1262 79
22 -37 -917 -325 1107 -1264 82
23 -42 -918 -327 1110 -1269 79
24 -42 -922 -327 1112 -1268 79
25 -43 -920 -329 1109 -1272 79
26 -41 -918 -328 1110 -1268 77
27 -39 -922 -331 1111 -1269 77
28 -40 -917 -325 1109 -1264 82
29 -39 -921 -328 1109 -1263 78
30 -41 -919 -329 1105 -1264 80
31 -41 -921 -328 1110 -1265 80
32 -40 -921 -329 1108 -1264 79
33 -38 -920 -327 1109 -1266 80
34 -38 -920 -328 1110 -1264 79
35 -37 -923 -325 1112 -1267 78
36 -40 -915 -327 1113 -1266 77
37 -37 -922 -325 1111 -1268 76
38 -42 -915 -330 1107 -1268 81
39 -40 -916 -328 1109 -1262 80
40 -43 -923 -327 1104 -1264 74
41 -39 -920 -329 1104 -1264 80
42 -43 -920 -326 1101 -1262 81
43 -38 -920 -327 1105 -1263 81
44 -39 -920 -326 1106 -1261 80
45 -38 -920 -329 1108 -1268 75
46 -38 -918 -327 1108 -1270 81
47 -39 -916 -328 1110 -1267 81
48 -40 -921 -328 1109 -1269 82
49 -42 -920 -328 1112 -1264 80
50 -40 -917 -328 1112 -1269 79
51 -40 -922 -331 1107 -1267 79
52 -40 -920 -326 1109 -1265 81
53 -40 -921 -326 1104 -1266 79
54 -40 -921 -326 1106 -1261 79
55 -39 -918 -324 1107 -1263 80
56 -38 -920 -329 1107 -1263 79
57 -41 -920 -325 1109 -1264 77
58 -35 -917 -327 1109 -1268 80
59 -41 -918 -327 1108 -1264 76
60 -36 -920 -325 1109 -1266 80
61 -39 -921 -327 1105 -1262 79
62 -41 -919 -325 1106 -1265 81
63 -39 -922 -328 1106 -1262 80
64 -41 -923 -326 1102 -1266 79
65 -40 -917 -328 1101 -1259 80
66 -41 -922 -327 1102 -1265 80
67 -40 -920 -326 1101 -1264 79
68 -41 -918 -329 1104 -1263 78
69 -40 -922 -330 1107 -1269 80
70 -42 -922 -328 1109 -1267 81
71 -41 -920 -327 1109 -1269 84
72 -43 -920 -328 1111 -1271 79
73 -39 -922 -330 1109 -1268 83
74 -41 -922 -329 1110 -1266 80
75 -40 -922 -328 1111 -1263 80
76 -39 -922 -326 1110 -1260 82
77 -41 -919 -329 1107 -1265 80
78 -40 -918 -327 1108 -1265 82
79 -39 -919 -328 1110 -1264 82
80 -39 -920 -325 1109 -1268 78
