0 83 -928 -382 475 -779 65
1 81 -929 -381 475 -778 63
2 81 -927 -381 472 -778 62
3 84 -928 -381 474 -780 64
4 82 -925 -383 475 -777 65
5 79 -929 -382 474 -776 67
6 79 -927 -381 473 -780 65
7 82 -924 -384 474 -778 63
8 80 -928 -381 469 -781 65
9 82 -929 -379 473 -781 65
10 84 -928 -378 474 -778 64
11 81 -926 -382 471 -782 64
12 84 -928 -382 477 -780 64
13 83 -925 -381 474 -782 66
14 81 -927 -380 471 -783 60
15 80 -928 -385 473 -782 63
16 82 -929 -385 473 -782 62
17 82 -926 -382 475 -781 65
18 83 -928 -383 476 -780 63
19 81 -924 -382 478 -777 65
20 82 -926 -383 473 -780 65
21 82 -924 -384 475 -778 63
22 83 -925 -382 477 -779 65
23 81 -929 -382 475 -779 66
24 82 -926 -385 475 -780 63
25 85 -928 -381 477 -776 65
26 84 -928 -381 476 -780 64
27 81 -927 -383 475 -779 67
28 80 -924 -384 473 -780 63
29 80 -927 -384 474 -781 64
30 81 -927 -382 473 -781 59
31 82 -927 -383 474 -778 63
32 77 -925 -381 477 -782 65
33 83 -926 -384 468 -781 63
34 84 -926 -383 475 -782 62
35 82 -925 -385 474 -778 62
36 79 -926 -383 474 -781 61
37 82 -927 -383 472 -782 62
38 81 -927 -384 474 -778 64
39 79 -926 -383 473 -783 62
40 86 -926 -384 474 -780 59
41 84 -927 -381 475 -781 62
42 83 -928 -379 472 -778 63
43 84 -925 -381 475 -779 62
44 83 -930 -383 474 -775 65
45 82 -926 -381 477 -776 66
46 81 -928 -382 474 -778 66
47 82 -930 -381 472 -780 67
48 81 -926 -379 470 -779 62
49 80 -928 -381 473 -778 65
50 79 -924 -383 471 -777 64
51 80 -926 -383 472 -775 63
52 81 -927 -381 471 -778 64
53 82 -929 -381 473 -779 61
54 79 -929 -382 470 -779 61
55 81 -929 -382 472 -782 63
56 79 -928 -381 471 -779 62
57 83 -930 -380 472 -782 60
58 82 -928 -384 476 -781 64
59 79 -926 -384 474 -779 64
60 84 -929 -382 475 -778 64
61 82 -928 -382 473 -781 66
62 85 -927 -382 473 -782 65
63 80 -927 -383 473 -782 64
64 80 -924 -384 476 -778 63
65 83 -925 -381 478 -779 62
66 81 -925 -382 477 -781 64
67 81 -926 -382 474 -779 63
68 82 -924 -385 474 -781 63
69 82 -929 -385 474 -780 65
70 80 -926 -381 472 -780 65
71 83 -928 -382 475 -777 60
72 81 -929 -380 474 -781 67
73 84 -928 -386 474 -776 63
74 85 -926 -382 471 -783 60
75 82 -926 -377 475 -779 65
76 80 -926 -383 473 -780 61
77 81 -928 -385 471 -781 63
78 83 -924 -382 473 -781 61
79 80 -928 -385 474 -782 63
80 82 -929 -382 473 -785 61
81 76 -927 -383 474 -781 65
82 85 -929 -381 472 -778 63
83 85 -924 -383 475 -780 60
84 85 -926 -379 474 -781 60
85 82 -928 -384 479 -781 60
86 82 -926 -379 474 -779 64
87 86 -924 -382 475 -781 66
88 82 -928 -384 476 -780 65
89 82 -924 -378 474 -782 65
90 82 -926 -381 476 -776 67
91 84 -926 -379 473 -775 65
92 79 -928 -379 475 -782 63
93 83 -927 -383 475 -779 64
94 83 -927 -382 474 -780 63
95 83 -929 -380 472 -780 62
96 84 -924 -383 470 -778 63
97 82 -927 -378 472 -780 62
98 82 -928 -385 474 -782 64
99 85 -929 -382 474 -780 65
100 81 -925 -382 477 -782 62
101 81 -929 -383 472 -781 65
102 81 -926 -384 474 -782 63
103 81 -926 -381 474 -779 64
104 82 -928 -383 475 -781 64
